Child ID,Age,Gender,Region,Abuse Type,Severity,Reported By,Support Provided,Case Outcome,Case Description,Date,Timestamp,Address,County,Notes,Confidence Score,Flagged,Case Status,Assigned Investigator
760,14.0,Other,Rural,Sexual,Medium,Teacher,No,Ongoing,Inappropriate comments made by caregiver. Unclear details.,2015-02-17,22:58:57,"384 Main St, Olive Branch, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
761,16.0,Female,Urban,Emotional,High,Teacher,Yes,Resolved,Reports of constant yelling and verbal abuse. Unconfirmed report.,2015-08-24,14:04:02,"768 Broadway St, Olive Branch, MS",Hinds County,,0.0,True,Ongoing,Unassigned
762,17.0,Male,Urban,Sexual,Low,Teacher,No,Ongoing,"Signs of trauma, reported by neighbor. Unclear details.",2024-02-14,19:36:51,"119 River Rd, Olive Branch, MS",Hinds County,,0.0,True,Ongoing,Unassigned
763,11.0,Female,Suburban,Emotional,Medium,Teacher,Yes,Resolved,Child shows signs of withdrawal and fear. Unconfirmed report.,2015-04-04,16:26:19,"591 Maple Ave, Tupelo, MS",Madison County,,0.0,True,Ongoing,Unassigned
764,17.0,Female,Rural,Emotional,Medium,Other,Yes,Dismissed,Child shows signs of withdrawal and fear. Typo heree.,2012-12-15,13:52:20,"384 Church St, Olive Branch, MS",Lamar County,,0.0,True,Ongoing,Unassigned
765,1.0,Female,Urban,Physical,Medium,Teacher,Yes,Ongoing,Seen limping and reluctant to explain.,2013-04-11,03:35:48,"719 Highland Ave, Hattiesburg, MS",Rankin County,,0.0,True,Ongoing,Unassigned
766,12.0,Other,Suburban,Sexual,Medium,Police,Yes,Ongoing,"Signs of trauma, reported by neighbor. Unclear details.",2017-09-27,02:30:27,"209 Cedar St, Hattiesburg, MS",Hinds County,,0.0,True,Ongoing,Unassigned
767,15.0,Female,Suburban,Neglect,Medium,Other,Yes,Ongoing,Child often appears hungry and unwashed. Unclear details.,2013-04-16,16:33:12,"326 River Rd, Olive Branch, MS",Forrest County,,0.0,True,Ongoing,Unassigned
768,14.0,Female,Rural,Sexual,Medium,Teacher,No,Dismissed,"Signs of trauma, reported by neighbor. Unconfirmed report.",2015-05-10,12:24:14,"588 Maple Ave, Meridian, MS",Harrison County,,0.0,True,Ongoing,Unassigned
769,1.0,Female,Rural,Sexual,Low,Parent,Yes,Ongoing,Inappropriate comments made by caregiver. Unclear details.,2019-04-19,03:53:22,"700 Highland Ave, Meridian, MS",Rankin County,,0.0,True,Ongoing,Unassigned
770,13.0,Male,Suburban,Neglect,Medium,Neighbor,No,Resolved,"No supervision at home, child wandering streets. Typo heree.",2015-02-24,00:12:03,"729 River Rd, Hattiesburg, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
771,15.0,Male,Urban,Physical,Low,Neighbor,Yes,Dismissed,"Frequent injuries, parents claim accidental. Unconfirmed report.",2014-11-26,21:42:51,"476 Highland Ave, Biloxi, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
772,7.0,Other,Suburban,Sexual,Medium,Neighbor,No,Dismissed,Inappropriate comments made by caregiver. Typo heree.,2015-01-07,00:34:00,"943 Cedar St, Horn Lake, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
773,15.0,Other,Rural,Sexual,Medium,Other,Yes,Dismissed,"Signs of trauma, reported by neighbor.",2013-10-22,20:53:13,"613 Pine St, Jackson, MS",Harrison County,,0.0,True,Ongoing,Unassigned
774,10.0,Unknow,Urban,Emotional,Medium,Teacher,Yes,Dismissed,Low self-esteem observed by teacher. Typo heree.,2024-08-06,06:03:50,"111 Pine St, Jackson, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
775,14.0,Other,Urban,Sexual,High,Other,No,Dismissed,"Unusual behavior, child refuses to discuss. Typo heree.",2010-03-05,03:05:40,"554 Church St, Biloxi, MS",Jackson County,,0.0,True,Ongoing,Unassigned
776,6.0,Male,Suburban,Neglect,High,Police,Yes,Resolved,Child often appears hungry and unwashed. Unconfirmed report.,2011-12-08,16:37:21,"415 Oak St, Horn Lake, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
777,14.0,Female,Rural,Emotional,High,Parent,Yes,Dismissed,Reports of constant yelling and verbal abuse. Typo heree.,2023-07-20,10:01:20,"527 Pine St, Jackson, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
778,12.0,Female,Suburban,Physical,Medium,Parent,Yes,Ongoing,Seen limping and reluctant to explain. Unclear details.,2023-12-27,15:47:52,"660 Oak St, Biloxi, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
779,11.0,Other,Suburban,Emotional,Medium,Neighbor,Yes,Dismissed,Reports of constant yelling and verbal abuse.,2015-10-06,20:28:45,"925 Highland Ave, Biloxi, MS",Rankin County,,0.0,True,Ongoing,Unassigned
780,2.0,Male,Suburban,Neglect,Medium,Neighbor,Yes,Dismissed,"Repeated absence from school, reported malnutrition. Unclear details.",2012-03-22,03:08:40,"607 Broadway St, Horn Lake, MS",Harrison County,,0.0,True,Ongoing,Unassigned
781,1.0,Male,Urban,Neglect,High,Neighbor,No,Dismissed,"No supervision at home, child wandering streets. Typo heree.",2021-06-04,12:27:24,"894 Highland Ave, Greenville, MS",Lamar County,,0.0,True,Ongoing,Unassigned
782,8.0,Other,Urban,Emotional,Medium,Teacher,Yes,Dismissed,Low self-esteem observed by teacher. Unconfirmed report.,2021-04-17,07:09:43,"625 River Rd, Horn Lake, MS",Harrison County,,0.0,True,Ongoing,Unassigned
783,14.0,Male,Rural,Physical,High,Unknown,Yes,Dismissed,Child reported with bruises and scars.,2014-03-20,17:16:14,"601 Cedar St, Biloxi, MS",Lamar County,,0.0,True,Ongoing,Unassigned
784,9.0,Female,Rural,Emotional,High,Police,Yes,Resolved,Reports of constant yelling and verbal abuse. Unconfirmed report.,2013-07-28,01:42:49,"846 Main St, Greenville, MS",Lamar County,,0.0,True,Ongoing,Unassigned
785,2.0,Other,Suburban,Physical,Medium,Police,Yes,Resolved,Seen limping and reluctant to explain. Typo heree.,2014-03-13,22:16:32,"226 Main St, Tupelo, MS",Rankin County,,0.0,True,Ongoing,Unassigned
786,5.0,Other,Suburban,Emotional,Low,Police,Yes,Dismissed,Child shows signs of withdrawal and fear.,2023-11-24,04:32:17,"443 Cedar St, Gulfport, MS",Madison County,,0.0,True,Ongoing,Unassigned
787,8.0,Male,Suburban,Neglect,Low,Neighbor,No,Resolved,"Repeated absence from school, reported malnutrition. Unconfirmed report.",2012-12-20,19:55:14,"454 Pine St, Horn Lake, MS",Lamar County,,0.0,True,Ongoing,Unassigned
788,16.0,Other,Rural,Sexual,High,Parent,Yes,Ongoing,"Signs of trauma, reported by neighbor. Typo heree.",2016-01-02,02:29:49,"299 Maple Ave, Gulfport, MS",Lamar County,,0.0,True,Ongoing,Unassigned
789,16.0,Male,Urban,Sexual,Low,Neighbor,No,Dismissed,"Unusual behavior, child refuses to discuss. Typo heree.",2019-05-16,01:35:35,"858 Broadway St, Meridian, MS",Lamar County,,0.0,True,Ongoing,Unassigned
790,13.0,Male,Urban,Physical,High,Police,Yes,Ongoing,"Frequent injuries, parents claim accidental. Unclear details.",2018-11-20,08:30:44,"627 Cedar St, Jackson, MS",Lamar County,,0.0,True,Ongoing,Unassigned
791,15.0,Male,Suburban,Physical,Medium,Neighbor,Yes,Ongoing,Child reported with bruises and scars. Typo heree.,2016-11-17,21:06:16,"415 River Rd, Meridian, MS",Lee County,,0.0,True,Ongoing,Unassigned
792,1.0,Male,Suburban,Physical,Medium,Police,Yes,Dismissed,"Frequent injuries, parents claim accidental. Unclear details.",2021-03-22,08:23:35,"292 Pine St, Olive Branch, MS",Lee County,,0.0,True,Ongoing,Unassigned
793,3.0,Male,Suburban,Neglect,High,Other,Yes,Ongoing,Child often appears hungry and unwashed. Unclear details.,2022-11-06,17:34:19,"144 Main St, Southaven, MS",Forrest County,,0.0,True,Ongoing,Unassigned
794,6.0,Other,Suburban,Emotional,Medium,Parent,Yes,Ongoing,Child shows signs of withdrawal and fear.,2014-07-23,02:37:25,"359 River Rd, Biloxi, MS",Rankin County,,0.0,True,Ongoing,Unassigned
795,14.0,Female,Rural,Neglect,Medium,Other,Yes,Ongoing,"No supervision at home, child wandering streets.",2012-02-02,11:14:03,"404 Pine St, Olive Branch, MS",Hinds County,,0.0,True,Ongoing,Unassigned
796,4.0,Female,Urban,Sexual,Medium,Teacher,No,Dismissed,"Signs of trauma, reported by neighbor.",2010-11-18,05:41:20,"572 Main St, Horn Lake, MS",Hinds County,,0.0,True,Ongoing,Unassigned
797,15.0,Other,Suburban,Physical,Medium,Neighbor,Yes,Dismissed,Seen limping and reluctant to explain. Typo heree.,2014-01-18,10:02:53,"311 Oak St, Horn Lake, MS",Lee County,,0.0,True,Ongoing,Unassigned
798,9.0,Other,Rural,Emotional,Medium,Teacher,No,Ongoing,Low self-esteem observed by teacher. Unclear details.,2011-08-06,05:21:29,"145 Broadway St, Southaven, MS",Lee County,,0.0,True,Ongoing,Unassigned
799,3.0,Female,Suburban,Sexual,Low,Neighbor,Yes,Dismissed,"Signs of trauma, reported by neighbor. Unconfirmed report.",2020-07-03,20:08:14,"637 Maple Ave, Meridian, MS",Harrison County,,0.0,True,Ongoing,Unassigned
800,10.0,Female,Suburban,Sexual,High,Other,No,Dismissed,"Unusual behavior, child refuses to discuss. Unclear details.",2019-03-16,04:10:14,"920 Park Ave, Tupelo, MS",Lamar County,,0.0,True,Ongoing,Unassigned
801,17.0,Female,Urban,Sexual,High,Police,No,Ongoing,"Unusual behavior, child refuses to discuss. Unclear details.",2018-01-05,09:43:04,"731 Park Ave, Tupelo, MS",Harrison County,,0.0,True,Ongoing,Unassigned
802,7.0,Female,Suburban,Neglect,Medium,Police,Yes,Dismissed,"Repeated absence from school, reported malnutrition. Unconfirmed report.",2016-07-26,13:39:20,"456 Cedar St, Jackson, MS",Hinds County,,0.0,True,Ongoing,Unassigned
803,15.0,Female,Urban,Physical,Medium,Neighbor,No,Resolved,Child reported with bruises and scars. Unconfirmed report.,2011-06-06,16:52:06,"863 River Rd, Horn Lake, MS",Lamar County,,0.0,True,Ongoing,Unassigned
804,1.0,Male,Urban,Sexual,Medium,Police,Yes,Dismissed,Inappropriate comments made by caregiver. Unclear details.,2021-03-27,16:17:18,"706 Park Ave, Jackson, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
805,11.0,Other,Urban,Physical,Medium,Other,No,Resolved,"Frequent injuries, parents claim accidental. Typo heree.",2018-05-14,04:19:49,"614 Cedar St, Tupelo, MS",Hinds County,,0.0,True,Ongoing,Unassigned
806,17.0,Male,Rural,Neglect,High,Police,Yes,Ongoing,"Repeated absence from school, reported malnutrition. Unconfirmed report.",2021-04-14,10:32:12,"586 Highland Ave, Jackson, MS",Forrest County,,0.0,True,Ongoing,Unassigned
807,5.0,Female,Rural,Sexual,Low,Other,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Unclear details.",2012-12-08,01:49:14,"709 Oak St, Horn Lake, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
808,7.0,Female,Urban,Neglect,Low,Teacher,No,Ongoing,"No supervision at home, child wandering streets. Unconfirmed report.",2016-05-29,06:56:42,"746 Pine St, Biloxi, MS",Hinds County,,0.0,True,Ongoing,Unassigned
809,15.0,Female,Suburban,Neglect,Medium,Other,Yes,Ongoing,Child often appears hungry and unwashed. Typo heree.,2024-07-18,12:56:33,"686 Highland Ave, Hattiesburg, MS",Rankin County,,0.0,True,Ongoing,Unassigned
810,3.0,Male,Urban,Physical,Medium,Parent,Yes,Ongoing,Seen limping and reluctant to explain. Unconfirmed report.,2013-05-01,11:32:26,"436 Cedar St, Meridian, MS",Jackson County,,0.0,True,Ongoing,Unassigned
811,15.0,Male,Suburban,Sexual,Medium,Parent,No,Ongoing,Inappropriate comments made by caregiver. Typo heree.,2016-09-16,17:29:56,"827 Park Ave, Southaven, MS",Forrest County,,0.0,True,Ongoing,Unassigned
812,5.0,Female,Urban,Neglect,Medium,Parent,Yes,Ongoing,"No supervision at home, child wandering streets. Unconfirmed report.",2016-03-25,10:22:05,"857 Church St, Olive Branch, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
813,12.0,Male,Suburban,Sexual,Medium,Neighbor,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Unclear details.",2019-12-14,03:54:02,"793 Church St, Hattiesburg, MS",Lee County,,0.0,True,Ongoing,Unassigned
814,5.0,Male,Rural,Physical,Medium,Neighbor,Yes,Resolved,Seen limping and reluctant to explain. Unclear details.,2021-02-05,15:47:06,"814 Park Ave, Hattiesburg, MS",Rankin County,,0.0,True,Ongoing,Unassigned
815,3.0,Female,Suburban,Neglect,Low,Neighbor,Yes,Dismissed,"No supervision at home, child wandering streets.",2011-07-15,14:31:19,"821 Highland Ave, Biloxi, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
816,9.0,Male,Urban,Physical,Medium,Other,No,Dismissed,Seen limping and reluctant to explain. Unconfirmed report.,2019-05-09,17:14:03,"194 Highland Ave, Greenville, MS",Lee County,,0.0,True,Ongoing,Unassigned
817,9.0,Other,Rural,Sexual,Low,Neighbor,Yes,Dismissed,Inappropriate comments made by caregiver.,2019-07-25,13:39:43,"452 Cedar St, Gulfport, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
818,7.0,Other,Suburban,Sexual,Low,Teacher,Yes,Dismissed,"Signs of trauma, reported by neighbor.",2024-05-23,09:14:42,"345 Park Ave, Horn Lake, MS",Harrison County,,0.0,True,Ongoing,Unassigned
819,2.0,Other,Suburban,Physical,Medium,Parent,Yes,Resolved,"Frequent injuries, parents claim accidental.",2018-12-11,06:14:17,"480 Pine St, Southaven, MS",Rankin County,,0.0,True,Ongoing,Unassigned
820,16.0,Other,Suburban,Emotional,Low,Other,No,Dismissed,Child shows signs of withdrawal and fear. Typo heree.,2019-09-05,21:45:32,"771 Broadway St, Meridian, MS",Jackson County,,0.0,True,Ongoing,Unassigned
821,9.0,Female,Suburban,Neglect,Low,Parent,Yes,Ongoing,"No supervision at home, child wandering streets. Unclear details.",2018-12-09,17:48:09,"663 Main St, Hattiesburg, MS",Rankin County,,0.0,True,Ongoing,Unassigned
822,13.0,Female,Suburban,Sexual,Low,Neighbor,Yes,Dismissed,Inappropriate comments made by caregiver.,2024-08-19,12:42:02,"160 Park Ave, Horn Lake, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
823,17.0,Female,Rural,Sexual,High,Other,No,Dismissed,"Unusual behavior, child refuses to discuss. Unconfirmed report.",2010-06-27,15:05:22,"297 Broadway St, Southaven, MS",Madison County,,0.0,True,Ongoing,Unassigned
824,6.0,Other,Rural,Neglect,High,Police,Yes,Resolved,"No supervision at home, child wandering streets.",2015-04-22,09:22:44,"428 Highland Ave, Olive Branch, MS",Madison County,,0.0,True,Ongoing,Unassigned
825,4.0,Other,Rural,Physical,Medium,Teacher,Yes,Resolved,"Frequent injuries, parents claim accidental.",2021-06-03,14:24:00,"101 River Rd, Biloxi, MS",Hinds County,,0.0,True,Ongoing,Unassigned
826,1.0,Male,Rural,Physical,High,Neighbor,Yes,Ongoing,"Frequent injuries, parents claim accidental. Typo heree.",2022-03-13,04:52:36,"221 Main St, Gulfport, MS",Harrison County,,0.0,True,Ongoing,Unassigned
827,9.0,Male,Urban,Physical,Medium,Neighbor,Yes,Dismissed,Child reported with bruises and scars. Unconfirmed report.,2014-12-14,22:31:09,"909 Pine St, Tupelo, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
828,13.0,Other,Rural,Emotional,Medium,Teacher,Yes,Dismissed,Child shows signs of withdrawal and fear. Typo heree.,2020-05-09,09:02:41,"884 Cedar St, Jackson, MS",Lamar County,,0.0,True,Ongoing,Unassigned
829,8.0,Other,Suburban,Emotional,Low,Teacher,Yes,Dismissed,Child shows signs of withdrawal and fear.,2016-08-06,19:59:56,"584 Park Ave, Meridian, MS",Hinds County,,0.0,True,Ongoing,Unassigned
830,13.0,Other,Suburban,Sexual,Medium,Police,No,Ongoing,Inappropriate comments made by caregiver.,2013-10-04,22:46:12,"537 Pine St, Greenville, MS",Forrest County,,0.0,True,Ongoing,Unassigned
831,15.0,Other,Rural,Physical,Medium,Neighbor,Yes,Resolved,Seen limping and reluctant to explain. Typo heree.,2022-10-08,05:28:21,"606 Park Ave, Horn Lake, MS",Harrison County,,0.0,True,Ongoing,Unassigned
832,11.0,Male,Suburban,Neglect,Medium,Neighbor,No,Ongoing,Child often appears hungry and unwashed. Unclear details.,2013-12-01,08:41:08,"603 Main St, Jackson, MS",Rankin County,,0.0,True,Ongoing,Unassigned
833,12.0,Other,Rural,Sexual,Medium,Parent,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Typo heree.",2024-11-15,05:31:14,"482 Broadway St, Gulfport, MS",Hinds County,,0.0,True,Ongoing,Unassigned
834,14.0,Male,Suburban,Neglect,Medium,Other,No,Resolved,"No supervision at home, child wandering streets. Unclear details.",2024-02-03,06:21:15,"270 Highland Ave, Hattiesburg, MS",Harrison County,,0.0,True,Ongoing,Unassigned
835,4.0,Other,Urban,Sexual,Medium,Other,No,Resolved,"Signs of trauma, reported by neighbor. Unconfirmed report.",2019-07-16,08:42:01,"696 Highland Ave, Gulfport, MS",Harrison County,,0.0,True,Ongoing,Unassigned
836,1.0,Other,Urban,Emotional,High,Parent,Yes,Ongoing,Reports of constant yelling and verbal abuse.,2023-08-26,06:05:33,"554 Pine St, Greenville, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
837,4.0,Other,Rural,Sexual,Medium,Other,Yes,Resolved,"Unusual behavior, child refuses to discuss.",2010-03-17,08:54:15,"453 Main St, Olive Branch, MS",Hinds County,,0.0,True,Ongoing,Unassigned
838,9.0,Male,Rural,Emotional,Medium,Teacher,Yes,Resolved,Reports of constant yelling and verbal abuse. Unclear details.,2010-06-02,14:00:24,"943 Maple Ave, Jackson, MS",Jackson County,,0.0,True,Ongoing,Unassigned
839,10.0,Male,Rural,Sexual,Medium,Other,No,Dismissed,"Unusual behavior, child refuses to discuss. Unconfirmed report.",2010-01-26,11:45:06,"422 Park Ave, Biloxi, MS",Hinds County,,0.0,True,Ongoing,Unassigned
840,4.0,Female,Suburban,Physical,Medium,Other,No,Dismissed,Child reported with bruises and scars. Typo heree.,2015-06-18,05:38:26,"451 Highland Ave, Horn Lake, MS",Jackson County,,0.0,True,Ongoing,Unassigned
841,9.0,Other,Rural,Neglect,Medium,Parent,Yes,Resolved,Child often appears hungry and unwashed. Typo heree.,2024-05-06,22:23:19,"873 Broadway St, Southaven, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
842,13.0,Female,Urban,Physical,Low,Police,Yes,Resolved,Child reported with bruises and scars.,2022-09-04,07:25:52,"361 Oak St, Olive Branch, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
843,12.0,Female,Suburban,Sexual,Medium,Other,Yes,Ongoing,"Unusual behavior, child refuses to discuss. Unconfirmed report.",2011-12-20,03:43:53,"210 Highland Ave, Biloxi, MS",Rankin County,,0.0,True,Ongoing,Unassigned
844,11.0,Male,Rural,Sexual,Low,Other,No,Ongoing,"Signs of trauma, reported by neighbor. Unconfirmed report.",2010-03-24,12:14:52,"262 Maple Ave, Jackson, MS",Hinds County,,0.0,True,Ongoing,Unassigned
845,12.0,Male,Suburban,Sexual,Medium,Police,Yes,Resolved,"Unusual behavior, child refuses to discuss.",2014-02-28,18:21:47,"535 Park Ave, Jackson, MS",Lamar County,,0.0,True,Ongoing,Unassigned
846,12.0,Female,Suburban,Emotional,Medium,Parent,Yes,Dismissed,Reports of constant yelling and verbal abuse.,2013-09-05,15:51:10,"821 Highland Ave, Olive Branch, MS",Hinds County,,0.0,True,Ongoing,Unassigned
847,16.0,Other,Rural,Neglect,Medium,Police,Yes,Resolved,"Repeated absence from school, reported malnutrition. Unclear details.",2016-11-04,10:47:49,"606 Maple Ave, Southaven, MS",Rankin County,,0.0,True,Ongoing,Unassigned
848,5.0,Male,Suburban,Neglect,Low,Parent,Yes,Resolved,"Repeated absence from school, reported malnutrition. Unclear details.",2023-01-27,03:18:49,"263 Cedar St, Greenville, MS",Lamar County,,0.0,True,Ongoing,Unassigned
849,12.0,Other,Urban,Sexual,Medium,Teacher,No,Dismissed,Inappropriate comments made by caregiver. Unconfirmed report.,2022-04-26,16:09:15,"499 Main St, Meridian, MS",Madison County,,0.0,True,Ongoing,Unassigned
850,11.0,Other,Urban,Sexual,Low,Parent,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Typo heree.",2018-12-06,18:07:34,"924 Main St, Greenville, MS",Jackson County,,0.0,True,Ongoing,Unassigned
851,9.0,Female,Suburban,Emotional,High,Teacher,Yes,Ongoing,Child shows signs of withdrawal and fear. Unconfirmed report.,2022-04-15,22:08:59,"244 Pine St, Southaven, MS",Harrison County,,0.0,True,Ongoing,Unassigned
852,3.0,Female,Rural,Physical,High,Teacher,Yes,Ongoing,Child reported with bruises and scars.,2022-04-01,15:52:35,"169 Park Ave, Meridian, MS",Hinds County,,0.0,True,Ongoing,Unassigned
853,17.0,Female,Suburban,Physical,High,Parent,Yes,Ongoing,Seen limping and reluctant to explain. Typo heree.,2023-11-26,12:39:12,"270 Main St, Biloxi, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
854,14.0,Female,Urban,Neglect,Medium,Neighbor,Yes,Ongoing,Child often appears hungry and unwashed.,2022-04-25,00:46:09,"585 Church St, Biloxi, MS",Forrest County,,0.0,True,Ongoing,Unassigned
855,1.0,Male,Suburban,Emotional,Medium,Parent,No,Dismissed,Reports of constant yelling and verbal abuse. Unconfirmed report.,2019-11-06,12:44:28,"826 Main St, Horn Lake, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
856,17.0,Male,Suburban,Sexual,Low,Other,No,Resolved,"Unusual behavior, child refuses to discuss. Unconfirmed report.",2011-02-16,07:52:15,"653 Main St, Gulfport, MS",Lamar County,,0.0,True,Ongoing,Unassigned
857,8.0,Female,Urban,Neglect,Medium,Other,Yes,Ongoing,"No supervision at home, child wandering streets. Typo heree.",2021-08-04,15:53:48,"127 Broadway St, Gulfport, MS",Harrison County,,0.0,True,Ongoing,Unassigned
858,5.0,Male,Suburban,Emotional,Medium,Neighbor,Yes,Ongoing,Low self-esteem observed by teacher.,2012-02-21,07:50:18,"275 Park Ave, Greenville, MS",Jackson County,,0.0,True,Ongoing,Unassigned
859,5.0,Female,Suburban,Physical,Medium,Teacher,No,Dismissed,"Frequent injuries, parents claim accidental.",2014-07-11,18:22:32,"997 Oak St, Biloxi, MS",Harrison County,,0.0,True,Ongoing,Unassigned
860,9.0,Other,Rural,Emotional,High,Neighbor,Yes,Dismissed,Reports of constant yelling and verbal abuse. Unclear details.,2010-01-05,05:06:56,"153 Church St, Jackson, MS",Harrison County,,0.0,True,Ongoing,Unassigned
861,3.0,Other,Rural,Physical,Low,Other,Yes,Resolved,Seen limping and reluctant to explain.,2015-10-11,10:50:13,"111 Main St, Southaven, MS",Lamar County,,0.0,True,Ongoing,Unassigned
862,9.0,Other,Urban,Emotional,High,Neighbor,No,Resolved,Low self-esteem observed by teacher. Typo heree.,2021-02-22,06:54:47,"612 Oak St, Hattiesburg, MS",Lee County,,0.0,True,Ongoing,Unassigned
863,16.0,Female,Urban,Neglect,Medium,Parent,No,Dismissed,Child often appears hungry and unwashed.,2024-09-18,01:34:50,"720 Pine St, Biloxi, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
864,1.0,Other,Urban,Physical,Medium,Neighbor,No,Ongoing,"Frequent injuries, parents claim accidental. Typo heree.",2019-10-25,22:29:34,"736 Oak St, Biloxi, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
865,2.0,Male,Rural,Neglect,Low,Teacher,No,Ongoing,"Repeated absence from school, reported malnutrition. Unclear details.",2016-07-19,14:54:24,"708 Maple Ave, Tupelo, MS",Jackson County,,0.0,True,Ongoing,Unassigned
866,14.0,Other,Urban,Neglect,Low,Parent,No,Ongoing,"Repeated absence from school, reported malnutrition. Unconfirmed report.",2022-10-27,08:29:30,"736 Cedar St, Southaven, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
867,14.0,Other,Urban,Physical,Medium,Police,Yes,Resolved,Seen limping and reluctant to explain. Unconfirmed report.,2010-01-30,06:03:31,"759 Church St, Olive Branch, MS",Lamar County,,0.0,True,Ongoing,Unassigned
868,1.0,Other,Urban,Physical,Medium,Other,Yes,Ongoing,Seen limping and reluctant to explain. Unclear details.,2010-10-24,11:01:18,"684 Main St, Hattiesburg, MS",Lee County,,0.0,True,Ongoing,Unassigned
869,16.0,Male,Rural,Sexual,Low,Other,Yes,Ongoing,"Unusual behavior, child refuses to discuss.",2023-04-13,18:42:34,"100 Maple Ave, Olive Branch, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
870,15.0,Female,Suburban,Sexual,Medium,Neighbor,Yes,Dismissed,"Signs of trauma, reported by neighbor. Unconfirmed report.",2020-08-24,23:06:29,"436 Park Ave, Horn Lake, MS",Madison County,,0.0,True,Ongoing,Unassigned
871,15.0,Male,Urban,Sexual,High,Parent,Yes,Ongoing,"Unusual behavior, child refuses to discuss. Typo heree.",2018-07-21,14:19:22,"923 Highland Ave, Greenville, MS",Jackson County,,0.0,True,Ongoing,Unassigned
872,12.0,Female,Suburban,Neglect,High,Police,Yes,Dismissed,Child often appears hungry and unwashed.,2020-01-11,23:43:39,"917 Broadway St, Jackson, MS",Rankin County,,0.0,True,Ongoing,Unassigned
873,16.0,Female,Urban,Neglect,High,Parent,Yes,Ongoing,Child often appears hungry and unwashed.,2013-05-19,20:24:35,"878 River Rd, Horn Lake, MS",Madison County,,0.0,True,Ongoing,Unassigned
874,14.0,Other,Suburban,Sexual,Medium,Other,Yes,Resolved,Inappropriate comments made by caregiver. Typo heree.,2022-11-03,05:09:19,"556 Broadway St, Olive Branch, MS",Lee County,,0.0,True,Ongoing,Unassigned
875,15.0,Female,Rural,Neglect,Medium,Parent,Yes,Ongoing,"Repeated absence from school, reported malnutrition. Unconfirmed report.",2012-04-10,06:37:24,"401 Maple Ave, Greenville, MS",Harrison County,,0.0,True,Ongoing,Unassigned
876,15.0,Male,Rural,Neglect,Medium,Police,Yes,Ongoing,"Repeated absence from school, reported malnutrition. Unconfirmed report.",2022-02-28,01:23:41,"562 River Rd, Southaven, MS",Lamar County,,0.0,True,Ongoing,Unassigned
877,8.0,Male,Urban,Physical,Medium,Neighbor,Yes,Dismissed,"Frequent injuries, parents claim accidental.",2016-03-23,12:39:21,"873 Oak St, Greenville, MS",Lee County,,0.0,True,Ongoing,Unassigned
878,2.0,Female,Suburban,Physical,Low,Teacher,No,Dismissed,Seen limping and reluctant to explain. Unclear details.,2012-05-26,07:29:15,"880 Church St, Horn Lake, MS",Lee County,,0.0,True,Ongoing,Unassigned
879,2.0,Other,Rural,Neglect,Low,Parent,Yes,Dismissed,"No supervision at home, child wandering streets. Typo heree.",2020-02-20,00:01:14,"785 Maple Ave, Meridian, MS",Jackson County,,0.0,True,Ongoing,Unassigned
880,10.0,Other,Urban,Sexual,Medium,Teacher,Yes,Ongoing,"Unusual behavior, child refuses to discuss. Typo heree.",2010-06-19,06:42:33,"955 Highland Ave, Jackson, MS",Lamar County,,0.0,True,Ongoing,Unassigned
881,3.0,Male,Urban,Emotional,Low,Other,No,Ongoing,Reports of constant yelling and verbal abuse.,2023-04-08,02:32:58,"126 Park Ave, Hattiesburg, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
882,17.0,Other,Rural,Sexual,Medium,Neighbor,Yes,Resolved,Inappropriate comments made by caregiver. Unconfirmed report.,2020-08-18,12:30:40,"385 Cedar St, Southaven, MS",Madison County,,0.0,True,Ongoing,Unassigned
